pID;participant;Aa_languge;Ba_participant_age;Bb_participant_gender;Bc_participant_nationality;Bd_participant_langlevel;Be_participant_musiclevel;Bf_participant_setvolume;Bg_soundcalibration;Bg_sc_2nopp;Ea_headphones;Eb_noise;Ec_RTAsc;Ec_RTDsc;Ca_NumORd;Ca_num;Cb_id;Cc_filename;Cc_newfilename;Cd_link;Ce_item_block;Ce_snrlevel;Cf_category;Cg_subcategory;Ch_visualload;Ci_condition;Da_clipdBThreshold;order;asc_avgLUFS;acs_medLUFS;des_avgLUFS;des_medLUFS;Ef_comments;X_totaltime;X_Origen
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;40.5;40A;11227;11227-es_cuatro_20210705_174909.mp4;es_asc_40-11227.mp4;https://drive.google.com/uc?id=1J699vUVoXhVN7IDf4c81XOkmX7Fq2SQs&export=download;A;11,4;talk show;discussion of recent news;0;cuando <mark>empiece</mark> a oir la m�?sica;null;1_6_0_17_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;33;33;10205;10205-es_antena3_20210703_120011.mp4;es_asc_33-10205.mp4;https://drive.google.com/uc?id=1pYYTnNqf8jqzG8-uSRNHs5j5wY8k8l-I&export=download;A;19,1;tv contest;fortune wheel;2;cuando <mark>empiece</mark> a oir la m�?sica;-23.442;1_6_0_18_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;41;41;10358;10358-es_antena3_20210703_144634.mp4;es_asc_41-10358.mp4;https://drive.google.com/uc?id=1szU3N8Uj_x3Bwp-m0SHAohYXwT1pYfer&export=download;A;9,4;advertisement;self-care;7;cuando <mark>empiece</mark> a oir la m�?sica;-26.493;1_6_0_19_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;28;28A;10482;10482-es_antena3_20210704_101811.mp4;es_asc_28-10482.mp4;https://drive.google.com/uc?id=12lE1PyqE1Uz_Oq_-X_EZb9oZIonvrAp2&export=download;A;7,2;tv contest;la voz kids;5;cuando <mark>empiece</mark> a oir la m�?sica;-23.808;1_6_0_20_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;24;24;10123;10123-es_antena3_20210703_100112.mp4;es_asc_24-10123.mp4;https://drive.google.com/uc?id=1hXeu5Xy1dm996VHKuQxIQKnrPvx9FxFz&export=download;A;11,8;advertisement;food;6;cuando <mark>empiece</mark> a oir la m�?sica;-18.894;1_6_0_21_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;28.5;28B;10482;10482-es_antena3_20210704_101811.mp4;es_asc_28-10482.mp4;https://drive.google.com/uc?id=12lE1PyqE1Uz_Oq_-X_EZb9oZIonvrAp2&export=download;A;7,2;tv contest;la voz kids;5;cuando <mark>empiece</mark> a oir la m�?sica;-27.261;1_6_0_22_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;60.5;60B;11174;11174-es_cuatro_20210705_170351.mp4;es_asc_60-11174.mp4;https://drive.google.com/uc?id=1upjS84vSDCIANCX98sFycytyIC_a_Q76&export=download;A;15,9;talk show;discussion of recent news;0;cuando <mark>empiece</mark> a oir la m�?sica;-14.655;1_6_0_23_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;75;75;12096;12096-es_la2_20210701_025903.mp4;es_des_75-12096.mp4;https://drive.google.com/uc?id=1vlA3WkHwTxXvoXlJGNRdk3kHIGm4wmjZ&export=download;D;2,4;documentary;nature;2;cuando <mark>deje</mark> de oir la m�?sica;-40.677;1_6_1_0_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;52;52;11647;11647-es_la1_20210629_190239.mp4;es_des_52-11647.mp4;https://drive.google.com/uc?id=1w1Mt8eFSDxrplhthx9BtiaLsGBX93qOs&export=download;D;11,5;news;;4;cuando <mark>deje</mark> de oir la m�?sica;null;1_6_1_1_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;61A;61A;10868;10868-es_cuatro_20210705_112602.mp4;es_des_61-10868.mp4;https://drive.google.com/uc?id=1SxClXBPpkpyFbn4b76kW_hOckkuYdjwj&export=download;D;8,8;tv contest;el precio justo;3;cuando <mark>deje</mark> de oir la m�?sica;null;1_6_1_2_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;71;71;12579;12579-es_lasexta_20210706_012050.mp4;es_des_71-12579.mp4;https://drive.google.com/uc?id=1g6zyPnNIgNER5vfGg8rAuJEVqg1IutTX&export=download;D;20,9;tv contest;casino/bets;0;cuando <mark>deje</mark> de oir la m�?sica;-38.271;1_6_1_3_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;39;39;10336;10336-es_antena3_20210703_133648.mp4;es_des_39-10336.mp4;https://drive.google.com/uc?id=1Vs2tuNrDrzgmITNdaqQvoCCGRjM12PxE&export=download;D;6,9;advertisement;unknown;8;cuando <mark>deje</mark> de oir la m�?sica;-45.327;1_6_1_4_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;33;33;10205;10205-es_antena3_20210703_120011.mp4;es_des_33-10205.mp4;https://drive.google.com/uc?id=1QcMt4hY2d1kBedR5AE_3_t4GZ-yoiwTI&export=download;D;19,1;tv contest;fortune wheel;2;cuando <mark>deje</mark> de oir la m�?sica;null;1_6_1_5_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;19;19;10098;10098-es_antena3_20210703_091857.mp4;es_des_19-10098.mp4;https://drive.google.com/uc?id=1TybvA8A9ZJAIYcC9n7biiiTMbAnmicqu&export=download;D;12,4;advertisement;health;8;cuando <mark>deje</mark> de oir la m�?sica;-42.813;1_6_1_6_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;41;41;10358;10358-es_antena3_20210703_144634.mp4;es_des_41-10358.mp4;https://drive.google.com/uc?id=1QWmwy9VeE7YK6sOtOGFSqGZdmjYHaK2U&export=download;D;9,4;advertisement;self-care;7;cuando <mark>deje</mark> de oir la m�?sica;-41.031;1_6_1_7_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;61B;61B;10868;10868-es_cuatro_20210705_112602.mp4;es_des_61-10868.mp4;https://drive.google.com/uc?id=1SxClXBPpkpyFbn4b76kW_hOckkuYdjwj&export=download;D;8,8;tv contest;el precio justo;3;cuando <mark>deje</mark> de oir la m�?sica;null;1_6_1_8_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;65;65;11314;11314-es_cuatro_20210705_193900.mp4;es_des_65-11314.mp4;https://drive.google.com/uc?id=1-19_H490rU43aaqHEiUMqH-lL7JwqkM4&export=download;D;15,7;reality show;first dates;3;cuando <mark>deje</mark> de oir la m�?sica;-38.514;1_6_1_9_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;30;30;10174;10174-es_antena3_20210703_113800.mp4;es_des_30-10174.mp4;https://drive.google.com/uc?id=1i0JSnNJUxbpxmeTEg5UKTrjzpE-QyYAZ&export=download;D;16,9;cooking show;;0;cuando <mark>deje</mark> de oir la m�?sica;-34.719;1_6_1_10_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;72;72;12755;12755-es_lasexta_20210706_094219.mp4;es_des_72-12755.mp4;https://drive.google.com/uc?id=1sYDNlgIi-LVeSmSj2ZXNTMQ1HnG6q4rg&export=download;D;21,6;talk show;discussion about recent news;3;cuando <mark>deje</mark> de oir la m�?sica;-36.069;1_6_1_11_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;15;15;10073;10073-es_antena3_20210703_090140.mp4;es_des_15-10073.mp4;https://drive.google.com/uc?id=1sBdHc52Q0eFDkqwli2GmIa3eTG-J3Gdj&export=download;D;7,4;advertisement;cars;8;cuando <mark>deje</mark> de oir la m�?sica;-37.47;1_6_1_12_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;45;45A;10921;10921-es_cuatro_20210705_122339.mp4;es_des_45-10921.mp4;https://drive.google.com/uc?id=1UTN2Ra8BogmDe_7yQ-ZzhfOtCckwFJYs&export=download;D;13,6;tv contest;el precio justo;3;cuando <mark>deje</mark> de oir la m�?sica;null;1_6_1_13_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;43;43;10759;10759-es_cuatro_20210705_014003.mp4;es_des_43-10759.mp4;https://drive.google.com/uc?id=18kOXttSEM_uBpj16trmuc6wKnHMF7J0e&export=download;D;12,6;culture;;3;cuando <mark>deje</mark> de oir la m�?sica;null;1_6_1_14_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;9;9;20696;10751-es_cuatro_20210705_012950.mp4;es_des_09-10751.mp4;https://drive.google.com/uc?id=1VIbRh0B_v3wih19HdqfVlJnVoUI1kwQt&export=download;D;26,4;talk show;cuarto milenio;3;cuando <mark>deje</mark> de oir la m�?sica;-45.42;1_6_1_15_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;37;37;10318;10318-es_antena3_20210703_130036.mp4;es_des_37-10318.mp4;https://drive.google.com/uc?id=1LuRX10IM2huHod_Obso3Mu-yawMeR1aT&export=download;D;6,4;news;;0;cuando <mark>deje</mark> de oir la m�?sica;null;1_6_1_16_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;49;49B;10988;10988-es_cuatro_20210705_132627.mp4;es_des_49-10988.mp4;https://drive.google.com/uc?id=12fUdJwKaxe7IJbS0kEqDyTXrj-FpZjA2&export=download;D;12,8;sports;;8;cuando <mark>deje</mark> de oir la m�?sica;-39.615;1_6_1_17_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;45.5;45B;10921;10921-es_cuatro_20210705_122339.mp4;es_des_45-10921.mp4;https://drive.google.com/uc?id=1UTN2Ra8BogmDe_7yQ-ZzhfOtCckwFJYs&export=download;D;13,6;tv contest;el precio justo;3;cuando <mark>deje</mark> de oir la m�?sica;null;1_6_1_18_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;4;4;10009;10009-es_antena3_20210703_003530.mp4;es_des_04-10009.mp4;https://drive.google.com/uc?id=1r6-va8RS3iHExGkRzFvFqbJs2RG_OoB3&export=download;D;11,6;tv contest;infant singing talent;5;cuando <mark>deje</mark> de oir la m�?sica;-35.496;1_6_1_19_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;17;17B;10083;10083-es_antena3_20210703_090430.mp4;es_des_17-10083.mp4;https://drive.google.com/uc?id=1g2NYwM8vi0VvmV0gHxcjN9cVQIn2A0Sv&export=download;D;21,2;advertisement;media;0;cuando <mark>deje</mark> de oir la m�?sica;-45.81;1_6_1_20_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;53;53;11378;11378-es_la1_20210628_192950.mp4;es_des_53-11378.mp4;https://drive.google.com/uc?id=12Zc38Uy2bP4Jr3euP-QPdrffhI5w2TDp&export=download;D;6,0;news;headlines;2;cuando <mark>deje</mark> de oir la m�?sica;-45.756;1_6_1_21_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;49.5;49A;10988;10988-es_cuatro_20210705_132627.mp4;es_des_49-10988.mp4;https://drive.google.com/uc?id=12fUdJwKaxe7IJbS0kEqDyTXrj-FpZjA2&export=download;D;12,8;sports;;8;cuando <mark>deje</mark> de oir la m�?sica;-43.08;1_6_1_22_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
11;FIGARO;en;28;male;Spanish;native;mamateur;25;1.0;no;on-site;weak;exact;after;17.5;17A;10083;10083-es_antena3_20210703_090430.mp4;es_des_17-10083.mp4;https://drive.google.com/uc?id=1g2NYwM8vi0VvmV0gHxcjN9cVQIn2A0Sv&export=download;D;21,2;advertisement;media;0;cuando <mark>deje</mark> de oir la m�?sica;-44.178;1_6_1_23_2;-21.9921;-22.6695;-40.890375000000006;-40.854;Un experimento curioso y muy ameno. No he tenido ning�?n problema.;18.183052083333333;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;24;24;10123;10123-es_antena3_20210703_100112.mp4;es_asc_24-10123.mp4;https://drive.google.com/uc?id=1hXeu5Xy1dm996VHKuQxIQKnrPvx9FxFz&export=download;A;11,8;advertisement;food;6;cuando <mark>empiece</mark> a oir la música;-16.332;1_6_0_0_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;44;44;11659;11659-es_la1_20210629_201633.mp4;es_asc_44-11659.mp4;https://drive.google.com/uc?id=1jbB5YdJFss7czmphLGR0ICm5k_6mOE_g&export=download;A;20,4;tv contest;masterchef;4;cuando <mark>empiece</mark> a oir la música;-20.049;1_6_0_1_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;50;50;10986;10986-es_cuatro_20210705_132545.mp4;es_asc_50-10986.mp4;https://drive.google.com/uc?id=1abkgz44_HM1ffs8D7qPxZMQDzQSFZ1VY&export=download;A;11,7;sports;;4;cuando <mark>empiece</mark> a oir la música;null;1_6_0_2_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;38;38A;11585;11585-es_la1_20210629_130215.mp4;es_asc_38-11585.mp4;https://drive.google.com/uc?id=1_LVaYu1i7wi1tQrAHmDMNVr8gDqxxitT&export=download;A;10,7;news;;0;cuando <mark>empiece</mark> a oir la música;null;1_6_0_3_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;4;4;10009;10009-es_antena3_20210703_003530.mp4;es_asc_04-10009.mp4;https://drive.google.com/uc?id=1cSXP7WrA9dZ-YwCMHANI7VEeRDV-Z6vH&export=download;A;11,6;tv contest;infant singing talent;5;cuando <mark>empiece</mark> a oir la música;-15.681000000000001;1_6_0_4_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;30;30;10174;10174-es_antena3_20210703_113800.mp4;es_asc_30-10174.mp4;https://drive.google.com/uc?id=1L-zbbioJMSa8Tu9h6ShjAF4HJiW1JpYy&export=download;A;16,9;cooking show;;0;cuando <mark>empiece</mark> a oir la música;-20.349;1_6_0_5_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;60;60A;11174;11174-es_cuatro_20210705_170351.mp4;es_asc_60-11174.mp4;https://drive.google.com/uc?id=1upjS84vSDCIANCX98sFycytyIC_a_Q76&export=download;A;15,9;talk show;discussion of recent news;0;cuando <mark>empiece</mark> a oir la música;-13.965;1_6_0_6_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;68;68;10385;10385-es_antena3_20210703_164255.mp4;es_asc_68-10385.mp4;https://drive.google.com/uc?id=1lMAO_gZZt_HVxNQSjzxBl00FepOTy0Ov&export=download;A;10,9;advertisement;travel;3;cuando <mark>empiece</mark> a oir la música;null;1_6_0_7_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;16;16;10082;10082-es_antena3_20210703_090401.mp4;es_asc_16-10082.mp4;https://drive.google.com/uc?id=148g6UqgqUhQJqeTLa43faUuGKmXAnZLt&export=download;A;10,9;advertisement;media;11;cuando <mark>empiece</mark> a oir la música;-28.245;1_6_0_8_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;33;33;10205;10205-es_antena3_20210703_120011.mp4;es_asc_33-10205.mp4;https://drive.google.com/uc?id=1pYYTnNqf8jqzG8-uSRNHs5j5wY8k8l-I&export=download;A;19,1;tv contest;fortune wheel;2;cuando <mark>empiece</mark> a oir la música;-16.704;1_6_0_9_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;9;9;20696;10751-es_cuatro_20210705_012950.mp4;es_asc_09-10751.mp4;https://drive.google.com/uc?id=1qZwIB2C1HmAwb6njVmrNCMdegDeAgyiL&export=download;A;26,4;talk show;cuarto milenio;3;cuando <mark>empiece</mark> a oir la música;-23.091;1_6_0_10_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;14;14;12526;12526-es_la2_20210702_145722.mp4;es_asc_14-12526.mp4;https://drive.google.com/uc?id=19-43DUZxaSuOxCm7cDIBmoQW_Nrvkyb_&export=download;A;9,1;documentary;wildlife;0;cuando <mark>empiece</mark> a oir la música;-24.825;1_6_0_11_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;74;74;11341;11341-es_la1_20210628_142422.mp4;es_asc_74-12819.mp4;https://drive.google.com/uc?id=1hvGnOljIdwEHMPaEAfRZ7QUn61d_K5gX&export=download;A;17,9;weather;;2;cuando <mark>empiece</mark> a oir la música;-17.625;1_6_0_12_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;28;28A;10482;10482-es_antena3_20210704_101811.mp4;es_asc_28-10482.mp4;https://drive.google.com/uc?id=12lE1PyqE1Uz_Oq_-X_EZb9oZIonvrAp2&export=download;A;7,2;tv contest;la voz kids;5;cuando <mark>empiece</mark> a oir la música;-17.583;1_6_0_13_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;72;72;12755;12755-es_lasexta_20210706_094219.mp4;es_asc_72-12755.mp4;https://drive.google.com/uc?id=1pnCQSepSL_4b-wFF7assayLRwWXe-CKW&export=download;A;21,6;talk show;discussion about recent news;3;cuando <mark>empiece</mark> a oir la música;-15.834;1_6_0_14_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;2;2;10003;10003-es_antena3_20210703_002150.mp4;es_asc_02-10003.mp4;https://drive.google.com/uc?id=19ikiwAn7N-Zam6IZRWM-JIjR1b5zSgaz&export=download;A;5,4;tv contest;infant singing talent;3;cuando <mark>empiece</mark> a oir la música;-19.287;1_6_0_15_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;38.5;38B;11585;11585-es_la1_20210629_130215.mp4;es_asc_38-11585.mp4;https://drive.google.com/uc?id=1_LVaYu1i7wi1tQrAHmDMNVr8gDqxxitT&export=download;A;10,7;news;;0;cuando <mark>empiece</mark> a oir la música;null;1_6_0_16_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;28.5;28B;10482;10482-es_antena3_20210704_101811.mp4;es_asc_28-10482.mp4;https://drive.google.com/uc?id=12lE1PyqE1Uz_Oq_-X_EZb9oZIonvrAp2&export=download;A;7,2;tv contest;la voz kids;5;cuando <mark>empiece</mark> a oir la música;-17.796;1_6_0_17_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;60.5;60B;11174;11174-es_cuatro_20210705_170351.mp4;es_asc_60-11174.mp4;https://drive.google.com/uc?id=1upjS84vSDCIANCX98sFycytyIC_a_Q76&export=download;A;15,9;talk show;discussion of recent news;0;cuando <mark>empiece</mark> a oir la música;null;1_6_0_18_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;52;52;11647;11647-es_la1_20210629_190239.mp4;es_asc_52-11647.mp4;https://drive.google.com/uc?id=1XJ9aqjArxHFwC1s9bhfsCDnt39enpyz2&export=download;A;11,5;news;;4;cuando <mark>empiece</mark> a oir la música;-13.902000000000001;1_6_0_19_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;41;41;10358;10358-es_antena3_20210703_144634.mp4;es_asc_41-10358.mp4;https://drive.google.com/uc?id=1szU3N8Uj_x3Bwp-m0SHAohYXwT1pYfer&export=download;A;9,4;advertisement;self-care;7;cuando <mark>empiece</mark> a oir la música;-18.249;1_6_0_20_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;40;40B;11227;11227-es_cuatro_20210705_174909.mp4;es_asc_40-11227.mp4;https://drive.google.com/uc?id=1J699vUVoXhVN7IDf4c81XOkmX7Fq2SQs&export=download;A;11,4;talk show;discussion of recent news;0;cuando <mark>empiece</mark> a oir la música;null;1_6_0_21_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;53;53;11378;11378-es_la1_20210628_192950.mp4;es_asc_53-11378.mp4;https://drive.google.com/uc?id=1knw6Oj4SfoafW1QTwOwJgGbS6_bB3ojR&export=download;A;6,0;news;headlines;2;cuando <mark>empiece</mark> a oir la música;null;1_6_0_22_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
12;FLUVIA;en;29;male;española;native;menthusiast;20;1.0;no;on-site;inaudible;before;after;40.5;40A;11227;11227-es_cuatro_20210705_174909.mp4;es_asc_40-11227.mp4;https://drive.google.com/uc?id=1J699vUVoXhVN7IDf4c81XOkmX7Fq2SQs&export=download;A;11,4;talk show;discussion of recent news;0;cuando <mark>empiece</mark> a oir la música;null;1_6_0_23_2;-18.719812499999996;-17.7105;-28.959875;-28.0605;Genial Roser;11.254747533325386;local
